homophily,pa.err
1.5,0.015000000000000013
1.5,0.015000000000000013
1.5,0.01749999999999996
1.5,0.007499999999999951
1.5,0.010000000000000009
1.5,0.022499999999999964
1.5,0.022499999999999964
1.5,0.01749999999999996
1.5,0.01749999999999996
1.5,0.025000000000000022
1.5,0.012499999999999956
1.5,0.022499999999999964
1.5,0.01749999999999996
1.5,0.020000000000000018
1.5,0.007499999999999951
1.5,0.020000000000000018
1.5,0.010000000000000009
1.5,0.015000000000000013
1.5,0.012499999999999956
1.5,0.022499999999999964
1.5,0.025000000000000022
1.5,0.012499999999999956
1.5,0.010000000000000009
1.5,0.007499999999999951
1.5,0.007499999999999951
1.5,0.015000000000000013
1.5,0.025000000000000022
1.5,0.010000000000000009
1.5,0.010000000000000009
1.5,0.022499999999999964
1.5,0.020000000000000018
1.5,0.010000000000000009
1.5,0.020000000000000018
1.5,0.010000000000000009
1.5,0.010000000000000009
1.5,0.03249999999999997
1.5,0.020000000000000018
1.5,0.010000000000000009
1.5,0.022499999999999964
1.5,0.012499999999999956
1.5,0.030000000000000027
1.5,0.012499999999999956
1.5,0.01749999999999996
1.5,0.025000000000000022
1.5,0.025000000000000022
1.5,0.01749999999999996
1.5,0.015000000000000013
1.5,0.007499999999999951
1.5,0.015000000000000013
1.5,0.012499999999999956
2,0.012499999999999956
2,0.012499999999999956
2,0.02749999999999997
2,0.022499999999999964
2,0.007499999999999951
2,0.007499999999999951
2,0.012499999999999956
2,0.012499999999999956
2,0.010000000000000009
2,0.015000000000000013
2,0.01749999999999996
2,0.015000000000000013
2,0.010000000000000009
2,0.0050000000000000044
2,0.010000000000000009
2,0.012499999999999956
2,0.010000000000000009
2,0.012499999999999956
2,0.01749999999999996
2,0.03500000000000003
2,0.015000000000000013
2,0.015000000000000013
2,0.01749999999999996
2,0.01749999999999996
2,0.0050000000000000044
2,0.007499999999999951
2,0.007499999999999951
2,0.012499999999999956
2,0.015000000000000013
2,0.022499999999999964
2,0.01749999999999996
2,0.020000000000000018
2,0.0050000000000000044
2,0.02749999999999997
2,0.012499999999999956
2,0.007499999999999951
2,0.015000000000000013
2,0.010000000000000009
2,0.030000000000000027
2,0.0050000000000000044
2,0.01749999999999996
2,0.0024999999999999467
2,0.0050000000000000044
2,0.01749999999999996
2,0.0050000000000000044
2,0.020000000000000018
2,0.010000000000000009
2,0.015000000000000013
2,0.010000000000000009
2,0.012499999999999956
2.5,0.0050000000000000044
2.5,0.007499999999999951
2.5,0.025000000000000022
2.5,0.03500000000000003
2.5,0.007499999999999951
2.5,0.022499999999999964
2.5,0.015000000000000013
2.5,0.015000000000000013
2.5,0.010000000000000009
2.5,0.01749999999999996
2.5,0.030000000000000027
2.5,0.025000000000000022
2.5,0.0024999999999999467
2.5,0.01749999999999996
2.5,0.015000000000000013
2.5,0.022499999999999964
2.5,0.010000000000000009
2.5,0.01749999999999996
2.5,0.010000000000000009
2.5,0.022499999999999964
2.5,0.0050000000000000044
2.5,0.010000000000000009
2.5,0.012499999999999956
2.5,0.007499999999999951
2.5,0.0050000000000000044
2.5,0.007499999999999951
2.5,0.01749999999999996
2.5,0.012499999999999956
2.5,0.015000000000000013
2.5,0.025000000000000022
2.5,0.020000000000000018
2.5,0.015000000000000013
2.5,0.007499999999999951
2.5,0.007499999999999951
2.5,0.020000000000000018
2.5,0.007499999999999951
2.5,0.010000000000000009
2.5,0.010000000000000009
2.5,0.012499999999999956
2.5,0.007499999999999951
2.5,0.0024999999999999467
2.5,0.012499999999999956
2.5,0.01749999999999996
2.5,0.010000000000000009
2.5,0.0024999999999999467
2.5,0.015000000000000013
2.5,0.015000000000000013
2.5,0.012499999999999956
2.5,0.010000000000000009
2.5,0.0050000000000000044
3,0.0050000000000000044
3,0.0024999999999999467
3,0.010000000000000009
3,0.025000000000000022
3,0.012499999999999956
3,0.010000000000000009
3,0.025000000000000022
3,0.01749999999999996
3,0.0050000000000000044
3,0.007499999999999951
3,0.04500000000000004
3,0.02749999999999997
3,0.007499999999999951
3,0.007499999999999951
3,0.025000000000000022
3,0.012499999999999956
3,0.007499999999999951
3,0.01749999999999996
3,0.012499999999999956
3,0.012499999999999956
3,0.007499999999999951
3,0.025000000000000022
3,0.007499999999999951
3,0.0024999999999999467
3,0.010000000000000009
3,0.0050000000000000044
3,0.030000000000000027
3,0
3,0.015000000000000013
3,0.022499999999999964
3,0.015000000000000013
3,0.015000000000000013
3,0.012499999999999956
3,0.020000000000000018
3,0.015000000000000013
3,0.010000000000000009
3,0.010000000000000009
3,0.015000000000000013
3,0.022499999999999964
3,0.012499999999999956
3,0.015000000000000013
3,0.0050000000000000044
3,0.007499999999999951
3,0.020000000000000018
3,0.015000000000000013
3,0.020000000000000018
3,0.010000000000000009
3,0.022499999999999964
3,0.007499999999999951
3,0.0024999999999999467
3.5,0.010000000000000009
3.5,0.0050000000000000044
3.5,0.012499999999999956
3.5,0.015000000000000013
3.5,0.0024999999999999467
3.5,0.007499999999999951
3.5,0.010000000000000009
3.5,0.007499999999999951
3.5,0.010000000000000009
3.5,0.007499999999999951
3.5,0.03749999999999998
3.5,0.012499999999999956
3.5,0.010000000000000009
3.5,0.012499999999999956
3.5,0.012499999999999956
3.5,0.007499999999999951
3.5,0.022499999999999964
3.5,0.020000000000000018
3.5,0.015000000000000013
3.5,0.012499999999999956
3.5,0.015000000000000013
3.5,0.030000000000000027
3.5,0.0050000000000000044
3.5,0.0050000000000000044
3.5,0.0024999999999999467
3.5,0.010000000000000009
3.5,0.012499999999999956
3.5,0.010000000000000009
3.5,0.01749999999999996
3.5,0.022499999999999964
3.5,0.01749999999999996
3.5,0.03249999999999997
3.5,0.01749999999999996
3.5,0.012499999999999956
3.5,0.015000000000000013
3.5,0.012499999999999956
3.5,0.01749999999999996
3.5,0.010000000000000009
3.5,0.025000000000000022
3.5,0.01749999999999996
3.5,0.01749999999999996
3.5,0.007499999999999951
3.5,0
3.5,0.012499999999999956
3.5,0.012499999999999956
3.5,0.015000000000000013
3.5,0.0024999999999999467
3.5,0.015000000000000013
3.5,0.010000000000000009
3.5,0.007499999999999951
4,0.030000000000000027
4,0.007499999999999951
4,0.01749999999999996
4,0.01749999999999996
4,0.015000000000000013
4,0.010000000000000009
4,0.012499999999999956
4,0.020000000000000018
4,0.007499999999999951
4,0.01749999999999996
4,0.03249999999999997
4,0.012499999999999956
4,0.022499999999999964
4,0.01749999999999996
4,0.007499999999999951
4,0.02749999999999997
4,0.022499999999999964
4,0.015000000000000013
4,0.010000000000000009
4,0.022499999999999964
4,0.030000000000000027
4,0.022499999999999964
4,0.0024999999999999467
4,0.022499999999999964
4,0.03249999999999997
4,0.012499999999999956
4,0.010000000000000009
4,0.0050000000000000044
4,0.015000000000000013
4,0.03500000000000003
4,0.03500000000000003
4,0.015000000000000013
4,0.022499999999999964
4,0.015000000000000013
4,0.007499999999999951
4,0.015000000000000013
4,0.01749999999999996
4,0.01749999999999996
4,0.007499999999999951
4,0.02749999999999997
4,0.010000000000000009
4,0.01749999999999996
4,0.030000000000000027
4,0.012499999999999956
4,0.012499999999999956
4,0.01749999999999996
4,0.022499999999999964
4,0.020000000000000018
4,0.022499999999999964
4,0.025000000000000022
